file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/test/spec.js,Conditional Test Logic,"{'line': 8, 'column': 4, 'index': 213}","   6 |   before(() => app.start());
      |        ^ Lazy Test
  389 |           // Call next after the promised is returned
  390 |           expect(next.mock.calls.length).toBe(1);
  391 |           expect(next).toHaveBeenCalledWith("
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Lazy Test,"{'line': 424, 'column': 8, 'index': 13101}","  422 |       // Execute
  423 |       middleware(Actions.deleteInvoice(invoiceID)).then(() =>
> 424 |         deleteDoc('invoices', invoiceID).then(data => {
      |        ^ Lazy Test
  425 |           expect(dispatch.mock.calls.length).toBe(2);
  426 |           // Dispatch success notification
  427 |           expect(dispatch.mock.calls[0][0]).toEqual({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Lazy Test,"{'line': 488, 'column': 8, 'index': 15192}","  486 |       const configs = { color: 'red' };
  487 |       middleware(Actions.saveInvoiceConfigs(invoiceID, configs)).then(() =>
> 488 |         getSingleDoc('invoices', invoiceID).then(doc => {
      |        ^ Lazy Test
  489 |           expect(dispatch.mock.calls.length).toBe(1);
  490 |           expect(dispatch).toHaveBeenCalledWith({
  491 |             type: ACTION_TYPES.INVOICE_UPDATE,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Lazy Test,"{'line': 505, 'column': 8, 'index': 15790}","  503 |       // Execute
  504 |       middleware(Actions.saveInvoiceConfigs(invoiceID, configs)).then(() => {
> 505 |         getSingleDoc('test', invoiceID).then(() => {
      |        ^ Lazy Test
  506 |           // Expect
  507 |           expect(next).toHaveBeenCalled();
  508 |           expect(next).toHaveBeenCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Lazy Test,"{'line': 525, 'column': 8, 'index': 16451}","  523 |       const status = 'paid';
  524 |       middleware(Actions.setInvoiceStatus(invoiceID, status)).then(() =>
> 525 |         getSingleDoc('invoices', invoiceID).then(doc => {
      |        ^ Lazy Test
  526 |           expect(dispatch.mock.calls.length).toBe(1);
  527 |           expect(dispatch).toHaveBeenCalledWith({
  528 |             type: ACTION_TYPES.INVOICE_UPDATE,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Lazy Test,"{'line': 542, 'column': 8, 'index': 17034}","  540 |       // Execute
  541 |       middleware(Actions.setInvoiceStatus(invoiceID, status)).then(() => {
> 542 |         getSingleDoc('test', invoiceID).then(() => {
      |        ^ Lazy Test
  543 |           // Expect
  544 |           expect(next).toHaveBeenCalled();
  545 |           expect(next).toHaveBeenCalledWith({"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Magic Number,"{'line': 52, 'column': 48, 'index': 1653}","  50 |       middleware(action).then(() => {
  51 |         // Never call dispatch
> 52 |         expect(dispatch.mock.calls.length).toBe(0);
     |                                                ^ Magic Number
  53 |         // Call next with resolved data
  54 |         return getAllDocs('invoices').then(data => {
  55 |           expect(next.mock.calls.length).toBe(1);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Magic Number,"{'line': 55, 'column': 46, 'index': 1796}","  53 |         // Call next with resolved data
  54 |         return getAllDocs('invoices').then(data => {
> 55 |           expect(next.mock.calls.length).toBe(1);
     |                                              ^ Magic Number
  56 |           expect(next).toHaveBeenCalledWith(
  57 |             Object.assign({}, action, {
  58 |               payload: data,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Magic Number,"{'line': 154, 'column': 46, 'index': 4772}","  152 |         saveDoc('invoices', newInvoice).then(data => {
  153 |           // Call next after the promised is returned
> 154 |           expect(next.mock.calls.length).toBe(1);
      |                                              ^ Magic Number
  155 |           expect(next).toHaveBeenCalledWith(
  156 |             Object.assign({}, action, {
  157 |               payload: ["
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Magic Number,"{'line': 164, 'column': 50, 'index': 5096}","  162 |           );
  163 |           // Dispatch success notification
> 164 |           expect(dispatch.mock.calls.length).toBe(1);
      |                                                  ^ Magic Number
  165 |           expect(dispatch).toHaveBeenCalledWith({
  166 |             type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  167 |             payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Magic Number,"{'line': 275, 'column': 44, 'index': 8328}","  273 |       middleware(action).then(() => {
  274 |         // Call next
> 275 |         expect(next.mock.calls.length).toBe(1);
      |                                            ^ Magic Number
  276 |         expect(next).toHaveBeenCalledWith(
  277 |           Object.assign({}, action, {
  278 |             payload: Object.assign({}, action.payload, {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Magic Number,"{'line': 284, 'column': 48, 'index': 8644}","  282 |         );
  283 |         // Dispatch change Tab action
> 284 |         expect(dispatch.mock.calls.length).toBe(1);
      |                                                ^ Magic Number
  285 |         expect(dispatch).toHaveBeenCalledWith({
  286 |           type: ACTION_TYPES.UI_TAB_CHANGE,
  287 |           payload: 'form'"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Magic Number,"{'line': 328, 'column': 46, 'index': 9913}","  326 |         updateDoc('invoices', currentInvoice).then(data => {
  327 |           // Call next after the promised is returned
> 328 |           expect(next.mock.calls.length).toBe(1);
      |                                              ^ Magic Number
  329 |           expect(next).toHaveBeenCalledWith({
  330 |             type: ACTION_TYPES.INVOICE_UPDATE,
  331 |             payload: mockData.invoicesRecords,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Magic Number,"{'line': 334, 'column': 50, 'index': 10164}","  332 |           });
  333 |           // Dispatch success notification
> 334 |           expect(dispatch.mock.calls.length).toBe(1);
      |                                                  ^ Magic Number
  335 |           expect(dispatch).toHaveBeenCalledWith({
  336 |             type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  337 |             payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Magic Number,"{'line': 390, 'column': 46, 'index': 12101}","  388 |         deleteDoc('invoices', invoiceID).then(data => {
  389 |           // Call next after the promised is returned
> 390 |           expect(next.mock.calls.length).toBe(1);
      |                                              ^ Magic Number
  391 |           expect(next).toHaveBeenCalledWith(
  392 |             Object.assign({}, action, {
  393 |               payload: [],"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Magic Number,"{'line': 397, 'column': 50, 'index': 12338}","  395 |           );
  396 |           // Dispatch success notification
> 397 |           expect(dispatch.mock.calls.length).toBe(1);
      |                                                  ^ Magic Number
  398 |           expect(dispatch).toHaveBeenCalledWith({
  399 |             type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  400 |             payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Magic Number,"{'line': 425, 'column': 50, 'index': 13199}","  423 |       middleware(Actions.deleteInvoice(invoiceID)).then(() =>
  424 |         deleteDoc('invoices', invoiceID).then(data => {
> 425 |           expect(dispatch.mock.calls.length).toBe(2);
      |                                                  ^ Magic Number
  426 |           // Dispatch success notification
  427 |           expect(dispatch.mock.calls[0][0]).toEqual({
  428 |             type: ACTION_TYPES.UI_NOTIFICATION_NEW,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Magic Number,"{'line': 471, 'column': 46, 'index': 14619}","  469 |       middleware(Actions.duplicateInvoice(invoiceData));
  470 |       // Expect
> 471 |       expect(dispatch.mock.calls.length).toBe(1);
      |                                              ^ Magic Number
  472 |       expect(dispatch).toHaveBeenCalledWith({
  473 |         type: ACTION_TYPES.INVOICE_SAVE,
  474 |         payload: Object.assign({}, invoiceData, {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Magic Number,"{'line': 489, 'column': 50, 'index': 15292}","  487 |       middleware(Actions.saveInvoiceConfigs(invoiceID, configs)).then(() =>
  488 |         getSingleDoc('invoices', invoiceID).then(doc => {
> 489 |           expect(dispatch.mock.calls.length).toBe(1);
      |                                                  ^ Magic Number
  490 |           expect(dispatch).toHaveBeenCalledWith({
  491 |             type: ACTION_TYPES.INVOICE_UPDATE,
  492 |             payload: Object.assign({}, doc, { configs }),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Magic Number,"{'line': 526, 'column': 50, 'index': 16551}","  524 |       middleware(Actions.setInvoiceStatus(invoiceID, status)).then(() =>
  525 |         getSingleDoc('invoices', invoiceID).then(doc => {
> 526 |           expect(dispatch.mock.calls.length).toBe(1);
      |                                                  ^ Magic Number
  527 |           expect(dispatch).toHaveBeenCalledWith({
  528 |             type: ACTION_TYPES.INVOICE_UPDATE,
  529 |             payload: Object.assign({}, doc, { status }),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Magic Number,"{'line': 566, 'column': 40, 'index': 17721}","  564 |     middleware(action);
  565 |     // Move to Form Tab
> 566 |     expect(next.mock.calls.length).toBe(1);
      |                                        ^ Magic Number
  567 |     expect(next).toHaveBeenCalledWith({
  568 |       type: ACTION_TYPES.UI_TAB_CHANGE,
  569 |       payload: 'form',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/InvoicesMW.spec.js,Magic Number,"{'line': 572, 'column': 44, 'index': 17914}","  570 |     });
  571 |     // Update Form recipient data
> 572 |     expect(dispatch.mock.calls.length).toBe(1);
      |                                            ^ Magic Number
  573 |     expect(dispatch).toHaveBeenCalledWith({
  574 |       type: ACTION_TYPES.FORM_RECIPIENT_UPDATE,
  575 |       payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 34, 'column': 46, 'index': 849}","  32 |       middleware(Actions.saveFormData());
  33 |       // Expect
> 34 |       expect(getState.mock.calls.length).toBe(1);
     |                                              ^ Magic Number
  35 |       // Save the Invoice, Save new contact & Clear the Form
  36 |       expect(dispatch.mock.calls.length).toBe(3);
  37 |       // No Calling Next"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 36, 'column': 46, 'index': 960}","  34 |       expect(getState.mock.calls.length).toBe(1);
  35 |       // Save the Invoice, Save new contact & Clear the Form
> 36 |       expect(dispatch.mock.calls.length).toBe(3);
     |                                              ^ Magic Number
  37 |       // No Calling Next
  38 |       expect(next.mock.calls.length).toBe(0);
  39 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 38, 'column': 42, 'index': 1031}","  36 |       expect(dispatch.mock.calls.length).toBe(3);
  37 |       // No Calling Next
> 38 |       expect(next.mock.calls.length).toBe(0);
     |                                          ^ Magic Number
  39 |     });
  40 |
  41 |     it('should save Invocie, NOT save Contact and Clear the Form', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 61, 'column': 46, 'index': 1595}","  59 |
  60 |       // Expect
> 61 |       expect(getState.mock.calls.length).toBe(1);
     |                                              ^ Magic Number
  62 |       // Save the Invoice & Clear the Form
  63 |       expect(dispatch.mock.calls.length).toBe(2);
  64 |       // No Calling Next"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 63, 'column': 46, 'index': 1688}","  61 |       expect(getState.mock.calls.length).toBe(1);
  62 |       // Save the Invoice & Clear the Form
> 63 |       expect(dispatch.mock.calls.length).toBe(2);
     |                                              ^ Magic Number
  64 |       // No Calling Next
  65 |       expect(next.mock.calls.length).toBe(0);
  66 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 65, 'column': 42, 'index': 1759}","  63 |       expect(dispatch.mock.calls.length).toBe(2);
  64 |       // No Calling Next
> 65 |       expect(next.mock.calls.length).toBe(0);
     |                                          ^ Magic Number
  66 |     });
  67 |
  68 |     it('should update Invocie, save Contact, Clear the Form and Switch Tab', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 87, 'column': 46, 'index': 2373}","  85 |       middleware(action);
  86 |       // Expect
> 87 |       expect(getState.mock.calls.length).toBe(1);
     |                                              ^ Magic Number
  88 |       // Update the Invoice, Save new contact, Clear the Form & Change Tab
  89 |       expect(dispatch.mock.calls.length).toBe(4);
  90 |       // No Calling Next"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 89, 'column': 46, 'index': 2498}","  87 |       expect(getState.mock.calls.length).toBe(1);
  88 |       // Update the Invoice, Save new contact, Clear the Form & Change Tab
> 89 |       expect(dispatch.mock.calls.length).toBe(4);
     |                                              ^ Magic Number
  90 |       // No Calling Next
  91 |       expect(next.mock.calls.length).toBe(0);
  92 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 91, 'column': 42, 'index': 2569}","  89 |       expect(dispatch.mock.calls.length).toBe(4);
  90 |       // No Calling Next
> 91 |       expect(next.mock.calls.length).toBe(0);
     |                                          ^ Magic Number
  92 |     });
  93 |
  94 |     it('should update Invocie, NOT add new Contact, Clear the Form and Switch Tab', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 115, 'column': 46, 'index': 3193}","  113 |
  114 |       // Expect
> 115 |       expect(getState.mock.calls.length).toBe(1);
      |                                              ^ Magic Number
  116 |       // Update the Invoice, Clear the Form and Switch Tab
  117 |       expect(dispatch.mock.calls.length).toBe(3);
  118 |       // No Calling Next"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 117, 'column': 46, 'index': 3302}","  115 |       expect(getState.mock.calls.length).toBe(1);
  116 |       // Update the Invoice, Clear the Form and Switch Tab
> 117 |       expect(dispatch.mock.calls.length).toBe(3);
      |                                              ^ Magic Number
  118 |       // No Calling Next
  119 |       expect(next.mock.calls.length).toBe(0);
  120 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 119, 'column': 42, 'index': 3373}","  117 |       expect(dispatch.mock.calls.length).toBe(3);
  118 |       // No Calling Next
> 119 |       expect(next.mock.calls.length).toBe(0);
      |                                          ^ Magic Number
  120 |     });
  121 |   });
  122 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 135, 'column': 44, 'index': 3726}","  133 |
  134 |     // Expect
> 135 |     expect(getState.mock.calls.length).toBe(1);
      |                                            ^ Magic Number
  136 |     // No calling to Dispatch or Next since it failed validation
  137 |     expect(dispatch.mock.calls.length).toBe(0);
  138 |     expect(next.mock.calls.length).toBe(0);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 137, 'column': 44, 'index': 3839}","  135 |     expect(getState.mock.calls.length).toBe(1);
  136 |     // No calling to Dispatch or Next since it failed validation
> 137 |     expect(dispatch.mock.calls.length).toBe(0);
      |                                            ^ Magic Number
  138 |     expect(next.mock.calls.length).toBe(0);
  139 |   });
  140 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 138, 'column': 40, 'index': 3883}","  136 |     // No calling to Dispatch or Next since it failed validation
  137 |     expect(dispatch.mock.calls.length).toBe(0);
> 138 |     expect(next.mock.calls.length).toBe(0);
      |                                        ^ Magic Number
  139 |   });
  140 |
  141 |   it('should hanlde FORM_ITEM_ADD action', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 151, 'column': 44, 'index': 4181}","  149 |
  150 |     // Expect
> 151 |     expect(getState.mock.calls.length).toBe(0);
      |                                            ^ Magic Number
  152 |     expect(next.mock.calls.length).toBe(1);
  153 |     expect(next).toHaveBeenCalledWith(
  154 |       Object.assign({}, action, {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 152, 'column': 40, 'index': 4225}","  150 |     // Expect
  151 |     expect(getState.mock.calls.length).toBe(0);
> 152 |     expect(next.mock.calls.length).toBe(1);
      |                                        ^ Magic Number
  153 |     expect(next).toHaveBeenCalledWith(
  154 |       Object.assign({}, action, {
  155 |         payload: Object.assign({}, action.payload, {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 172, 'column': 44, 'index': 4703}","  170 |
  171 |     // Expect
> 172 |     expect(getState.mock.calls.length).toBe(0);
      |                                            ^ Magic Number
  173 |     // Close Form Settings & Add Item
  174 |     expect(dispatch.mock.calls.length).toBe(2);
  175 |     expect(next.mock.calls.length).toBe(1);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 174, 'column': 44, 'index': 4789}","  172 |     expect(getState.mock.calls.length).toBe(0);
  173 |     // Close Form Settings & Add Item
> 174 |     expect(dispatch.mock.calls.length).toBe(2);
      |                                            ^ Magic Number
  175 |     expect(next.mock.calls.length).toBe(1);
  176 |     expect(next).toHaveBeenCalledWith(action);
  177 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/FormMW.spec.js,Magic Number,"{'line': 175, 'column': 40, 'index': 4833}","  173 |     // Close Form Settings & Add Item
  174 |     expect(dispatch.mock.calls.length).toBe(2);
> 175 |     expect(next.mock.calls.length).toBe(1);
      |                                        ^ Magic Number
  176 |     expect(next).toHaveBeenCalledWith(action);
  177 |   });
  178 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Duplicate Assert,"{'line': 31, 'column': 6, 'index': 841}","  29 |       // Expect
  30 |       // Call correct function
> 31 |       expect(getAllDocs).toHaveBeenCalled();
     |      ^ Duplicate Assert
  32 |       expect(getAllDocs).toHaveBeenCalledWith('contacts');
  33 |       expect(getAllDocs).not.toHaveBeenCalledWith('invoices');
  34 |       expect(getAllDocs).not.toHaveBeenCalledWith('');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Duplicate Assert,"{'line': 32, 'column': 6, 'index': 886}","  30 |       // Call correct function
  31 |       expect(getAllDocs).toHaveBeenCalled();
> 32 |       expect(getAllDocs).toHaveBeenCalledWith('contacts');
     |      ^ Duplicate Assert
  33 |       expect(getAllDocs).not.toHaveBeenCalledWith('invoices');
  34 |       expect(getAllDocs).not.toHaveBeenCalledWith('');
  35 |       // Correctly resolves"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Duplicate Assert,"{'line': 33, 'column': 6, 'index': 945}","  31 |       expect(getAllDocs).toHaveBeenCalled();
  32 |       expect(getAllDocs).toHaveBeenCalledWith('contacts');
> 33 |       expect(getAllDocs).not.toHaveBeenCalledWith('invoices');
     |      ^ Duplicate Assert
  34 |       expect(getAllDocs).not.toHaveBeenCalledWith('');
  35 |       // Correctly resolves
  36 |       expect(getAllDocs('contacts')).resolves.toBe(mockData.contactsRecords);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Duplicate Assert,"{'line': 34, 'column': 6, 'index': 1008}","  32 |       expect(getAllDocs).toHaveBeenCalledWith('contacts');
  33 |       expect(getAllDocs).not.toHaveBeenCalledWith('invoices');
> 34 |       expect(getAllDocs).not.toHaveBeenCalledWith('');
     |      ^ Duplicate Assert
  35 |       // Correctly resolves
  36 |       expect(getAllDocs('contacts')).resolves.toBe(mockData.contactsRecords);
  37 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Duplicate Assert,"{'line': 62, 'column': 8, 'index': 2046}","  60 |       // Execute
  61 |       middleware(Actions.getAllContacts()).then(() => {
> 62 |         expect(next).toHaveBeenCalled();
     |        ^ Duplicate Assert
  63 |         expect(next).toHaveBeenCalledWith({
  64 |           type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  65 |           payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Duplicate Assert,"{'line': 63, 'column': 8, 'index': 2087}","  61 |       middleware(Actions.getAllContacts()).then(() => {
  62 |         expect(next).toHaveBeenCalled();
> 63 |         expect(next).toHaveBeenCalledWith({
     |        ^ Duplicate Assert
  64 |           type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  65 |           payload: {
  66 |             type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Duplicate Assert,"{'line': 78, 'column': 10, 'index': 2594}","  76 |       middleware(Actions.getAllContacts()).then(() =>
  77 |         getAllDocs().catch(err => {
> 78 |           expect(next).toHaveBeenCalled();
     |          ^ Duplicate Assert
  79 |           expect(next).toHaveBeenCalledWith({
  80 |             type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  81 |             payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Duplicate Assert,"{'line': 79, 'column': 10, 'index': 2637}","  77 |         getAllDocs().catch(err => {
  78 |           expect(next).toHaveBeenCalled();
> 79 |           expect(next).toHaveBeenCalledWith({
     |          ^ Duplicate Assert
  80 |             type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  81 |             payload: {
  82 |               type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Duplicate Assert,"{'line': 101, 'column': 6, 'index': 3222}","   99 |       middleware(Actions.saveContact(newContact));
  100 |       // Expect
> 101 |       expect(saveDoc).toHaveBeenCalled();
      |      ^ Duplicate Assert
  102 |       expect(saveDoc).toHaveBeenCalledWith('contacts', newContact);
  103 |     });
  104 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Duplicate Assert,"{'line': 102, 'column': 6, 'index': 3264}","  100 |       // Expect
  101 |       expect(saveDoc).toHaveBeenCalled();
> 102 |       expect(saveDoc).toHaveBeenCalledWith('contacts', newContact);
      |      ^ Duplicate Assert
  103 |     });
  104 |
  105 |     it('should save records to DB', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Duplicate Assert,"{'line': 180, 'column': 8, 'index': 5745}","  178 |       middleware(Actions.saveContact(newContact)).then(() => {
  179 |         // Expect
> 180 |         expect(next).toHaveBeenCalled();
      |        ^ Duplicate Assert
  181 |         expect(next).toHaveBeenCalledWith({
  182 |           type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  183 |           payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Duplicate Assert,"{'line': 181, 'column': 8, 'index': 5786}","  179 |         // Expect
  180 |         expect(next).toHaveBeenCalled();
> 181 |         expect(next).toHaveBeenCalledWith({
      |        ^ Duplicate Assert
  182 |           type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  183 |           payload: {
  184 |             type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Duplicate Assert,"{'line': 240, 'column': 8, 'index': 7563}","  238 |       middleware(Actions.deleteContact(contactID)).then(() => {
  239 |         // Expect
> 240 |         expect(next).toHaveBeenCalled();
      |        ^ Duplicate Assert
  241 |         expect(next).toHaveBeenCalledWith({
  242 |           type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  243 |           payload: {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Duplicate Assert,"{'line': 241, 'column': 8, 'index': 7604}","  239 |         // Expect
  240 |         expect(next).toHaveBeenCalled();
> 241 |         expect(next).toHaveBeenCalledWith({
      |        ^ Duplicate Assert
  242 |           type: ACTION_TYPES.UI_NOTIFICATION_NEW,
  243 |           payload: {
  244 |             type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Eager Test,"{'line': 164, 'column': 15, 'index': 5205}","  162 |         const dbError = new Error('No database found!');
  163 |         const docError = new Error('No doc found!');
> 164 |         expect(saveDoc()).rejects.toEqual(dbError);
      |               ^ Eager Test
  165 |         expect(saveDoc('invoices')).rejects.toEqual(docError);
  166 |       });
  167 |     });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Eager Test,"{'line': 165, 'column': 15, 'index': 5257}","  163 |         const docError = new Error('No doc found!');
  164 |         expect(saveDoc()).rejects.toEqual(dbError);
> 165 |         expect(saveDoc('invoices')).rejects.toEqual(docError);
      |               ^ Eager Test
  166 |       });
  167 |     });
  168 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Lazy Test,"{'line': 36, 'column': 13, 'index': 1098}","  34 |       expect(getAllDocs).not.toHaveBeenCalledWith('');
  35 |       // Correctly resolves
> 36 |       expect(getAllDocs('contacts')).resolves.toBe(mockData.contactsRecords);
     |             ^ Lazy Test
  37 |     });
  38 |
  39 |     it('calls next after the promised is returned', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Lazy Test,"{'line': 45, 'column': 15, 'index': 1458}","  43 |         expect(dispatch.mock.calls.length).toBe(0);
  44 |         // Calling next with resolved data
> 45 |         return getAllDocs('contacts').then(data => {
     |               ^ Lazy Test
  46 |           expect(next.mock.calls.length).toBe(1);
  47 |           expect(next).toHaveBeenCalledWith(
  48 |             Object.assign({}, action, {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/middlewares/__tests__/ContactsMW.spec.js,Lazy Test,"{'line': 58, 'column': 46, 'index': 1873}","  56 |     it('handle error correctly', () => {
  57 |       // Make sure getAllDocs will be called with incorrect dbName
