"file","type","smells","itCount","describeCount"
"test/spec/utils-test.js","AnonymousTest","[{""startLine"":408,""endLine"":434}]",55,18
"test/spec/utils-test.js","AnonymousTest","[{""startLine"":730,""endLine"":738}]",55,18
"test/spec/utils-test.js","AnonymousTest","[{""startLine"":835,""endLine"":841}]",55,18
"test/spec/utils-test.js","AnonymousTest","[{""startLine"":861,""endLine"":864}]",55,18
"test/spec/utils-test.js","OvercommentedTest","[{""startLine"":238,""endLine"":263}]",55,18
"test/spec/utils-test.js","OvercommentedTest","[{""startLine"":265,""endLine"":290}]",55,18
"test/spec/utils-test.js","OvercommentedTest","[{""startLine"":292,""endLine"":317}]",55,18
"test/spec/utils-test.js","OvercommentedTest","[{""startLine"":319,""endLine"":344}]",55,18
"test/spec/utils-test.js","OvercommentedTest","[{""startLine"":346,""endLine"":375}]",55,18
"test/spec/utils-test.js","OvercommentedTest","[{""startLine"":377,""endLine"":406}]",55,18
"test/spec/utils-test.js","OvercommentedTest","[{""startLine"":408,""endLine"":434}]",55,18
"test/spec/utils-test.js","OvercommentedTest","[{""startLine"":436,""endLine"":461}]",55,18
"test/spec/utils-test.js","OvercommentedTest","[{""startLine"":463,""endLine"":483}]",55,18
"test/spec/utils-test.js","OvercommentedTest","[{""startLine"":487,""endLine"":525}]",55,18
"test/spec/utils-test.js","IdenticalTestDescription","[{""startLine"":674,""endLine"":702}]",55,18
"test/spec/utils-test.js","SubOptimalAssert","[{""startLine"":825,""endLine"":825}]",55,18
"test/spec/utils-test.js","SubOptimalAssert","[{""startLine"":940,""endLine"":940}]",55,18
"test/spec/utils-test.js","SubOptimalAssert","[{""startLine"":960,""endLine"":960}]",55,18
"test/spec/lifecycle-test.js","AnonymousTest","[{""startLine"":108,""endLine"":112}]",69,22
"test/spec/lifecycle-test.js","AnonymousTest","[{""startLine"":261,""endLine"":264}]",69,22
"test/spec/lifecycle-test.js","AnonymousTest","[{""startLine"":2081,""endLine"":2084}]",69,22
"test/spec/lifecycle-test.js","GeneralFixture","[{""startLine"":80,""endLine"":80}]",69,22
"test/spec/lifecycle-test.js","OvercommentedTest","[{""startLine"":459,""endLine"":517}]",69,22
"test/spec/lifecycle-test.js","OvercommentedTest","[{""startLine"":796,""endLine"":841}]",69,22
"test/spec/lifecycle-test.js","OvercommentedTest","[{""startLine"":843,""endLine"":900}]",69,22
"test/spec/lifecycle-test.js","OvercommentedTest","[{""startLine"":902,""endLine"":1027}]",69,22
"test/spec/lifecycle-test.js","OvercommentedTest","[{""startLine"":1193,""endLine"":1298}]",69,22
"test/spec/lifecycle-test.js","OvercommentedTest","[{""startLine"":1301,""endLine"":1369}]",69,22
"test/spec/lifecycle-test.js","OvercommentedTest","[{""startLine"":1830,""endLine"":1889}]",69,22
"test/spec/lifecycle-test.js","OvercommentedTest","[{""startLine"":2020,""endLine"":2076}]",69,22
"test/spec/lifecycle-test.js","OvercommentedTest","[{""startLine"":2458,""endLine"":2512}]",69,22
"test/spec/lifecycle-test.js","OvercommentedTest","[{""startLine"":2514,""endLine"":2568}]",69,22
"test/spec/lifecycle-test.js","OvercommentedTest","[{""startLine"":2575,""endLine"":2677}]",69,22
"test/spec/lifecycle-test.js","IdenticalTestDescription","[{""startLine"":166,""endLine"":170}]",69,22
"test/spec/lifecycle-test.js","IdenticalTestDescription","[{""startLine"":186,""endLine"":190}]",69,22
"test/spec/lifecycle-test.js","IdenticalTestDescription","[{""startLine"":261,""endLine"":264}]",69,22
"test/spec/lifecycle-test.js","IdenticalTestDescription","[{""startLine"":2081,""endLine"":2084}]",69,22
"test/spec/lifecycle-test.js","ConditionalTestLogic","[{""startLine"":426,""endLine"":432}]",69,22
"test/spec/lifecycle-test.js","ConditionalTestLogic","[{""startLine"":510,""endLine"":516}]",69,22
"test/spec/lifecycle-test.js","ConditionalTestLogic","[{""startLine"":1936,""endLine"":1946}]",69,22
"test/spec/lifecycle-test.js","ConditionalTestLogic","[{""startLine"":1943,""endLine"":1945}]",69,22
"test/spec/lifecycle-test.js","ConditionalTestLogic","[{""startLine"":2072,""endLine"":2075}]",69,22
"test/spec/lifecycle-test.js","NonFunctionalStatement","[{""startLine"":120,""endLine"":120}]",69,22
"test/spec/lifecycle-test.js","NonFunctionalStatement","[{""startLine"":140,""endLine"":140}]",69,22
"test/spec/lifecycle-test.js","NonFunctionalStatement","[{""startLine"":160,""endLine"":160}]",69,22
"test/spec/lifecycle-test.js","NonFunctionalStatement","[{""startLine"":180,""endLine"":180}]",69,22
"test/spec/lifecycle-test.js","NonFunctionalStatement","[{""startLine"":914,""endLine"":914}]",69,22
"test/spec/lifecycle-test.js","NonFunctionalStatement","[{""startLine"":1033,""endLine"":1033}]",69,22
"test/spec/lifecycle-test.js","NonFunctionalStatement","[{""startLine"":1114,""endLine"":1114}]",69,22
"test/spec/lifecycle-test.js","NonFunctionalStatement","[{""startLine"":1201,""endLine"":1201}]",69,22
"test/spec/lifecycle-test.js","NonFunctionalStatement","[{""startLine"":1306,""endLine"":1306}]",69,22
