"file","type","smells","itCount","describeCount"
"__tests__/unit.js","AnonymousTest","[{""startLine"":225,""endLine"":247}]",17,2
"__tests__/unit.js","AnonymousTest","[{""startLine"":299,""endLine"":312}]",17,2
"__tests__/unit.js","AnonymousTest","[{""startLine"":314,""endLine"":326}]",17,2
"__tests__/unit.js","AnonymousTest","[{""startLine"":328,""endLine"":345}]",17,2
"__tests__/integration.js","AnonymousTest","[{""startLine"":35,""endLine"":65}]",20,1
"__tests__/integration.js","AnonymousTest","[{""startLine"":67,""endLine"":104}]",20,1
"__tests__/integration.js","AnonymousTest","[{""startLine"":217,""endLine"":237}]",20,1
"__tests__/integration.js","AnonymousTest","[{""startLine"":239,""endLine"":304}]",20,1
"__tests__/integration.js","AnonymousTest","[{""startLine"":306,""endLine"":332}]",20,1
"__tests__/integration.js","AnonymousTest","[{""startLine"":334,""endLine"":354}]",20,1
"__tests__/integration.js","AnonymousTest","[{""startLine"":356,""endLine"":385}]",20,1
"__tests__/integration.js","AnonymousTest","[{""startLine"":432,""endLine"":528}]",20,1
"__tests__/integration.js","AnonymousTest","[{""startLine"":549,""endLine"":582}]",20,1
"__tests__/integration.js","AnonymousTest","[{""startLine"":584,""endLine"":672}]",20,1
"__tests__/integration.js","AnonymousTest","[{""startLine"":712,""endLine"":743}]",20,1
"__tests__/integration.js","AnonymousTest","[{""startLine"":745,""endLine"":771}]",20,1
"__tests__/integration.js","AnonymousTest","[{""startLine"":773,""endLine"":799}]",20,1
"__tests__/integration.js","OvercommentedTest","[{""startLine"":549,""endLine"":582}]",20,1
"__tests__/integration.js","ConditionalTestLogic","[{""startLine"":467,""endLine"":494}]",20,1
"__tests__/integration.js","SubOptimalAssert","[{""startLine"":571,""endLine"":571}]",20,1
"__tests__/integration.js","VerboseStatement","[{""startLine"":584,""endLine"":672}]",20,1
